"Compound Name","Formula","Mass","RT","CAS ID",n_mix3,n_mix4,n_mix5,n_mix6,n_mix7,n_mix8,n_mix9,n_set1_blue_546_R2,n_set1_blue_617_R4,n_set1_blue_618_R1,n_set1_blue_648_R3,n_set1_blue_669_L1,n_set1_blue_713_R2,n_set1_blue_773_R8,n_set1_gray_551_L2,n_set1_gray_573_R2,n_set1_gray_608_R3,n_set1_gray_796_L1,n_set1_gray_796_R5,n_set1_gray_843_L4,n_set1_gray_843_L5,n_set1_green_574_R1,n_set1_green_592_L3,n_set1_green_593_R1,n_set1_green_614_R4,n_set1_green_675_L6,n_set1_green_675_L9,n_set1_green_773_L2,n_set1_pink_670_L3,n_set1_pink_672_L1,n_set1_pink_686_R1,n_set1_pink_751_L1,n_set1_pink_754_L1,n_set1_pink_847_R2,n_set1_pink_847_R3,n_set1_purple_552_R5,n_set1_purple_552_R6,n_set1_purple_605_L3,n_set1_purple_608_L1,n_set1_purple_611_L4,n_set1_purple_621_L1,n_set1_purple_843_L7,n_set1_yellow_599_L3,n_set1_yellow_666_R2,n_set1_yellow_670_R3,n_set1_yellow_672_R5,n_set1_yellow_751_L3,n_set1_yellow_751_R4,n_set1_yellow_847_R6,n_set2_blue_561_L3,n_set2_blue_592_R4,n_set2_blue_617_L3,n_set2_blue_617_L4,n_set2_blue_669_L2,n_set2_blue_669_L4,n_set2_blue_675_R2,n_set2_blue_772_R1,n_set2_gray_551_R3,n_set2_gray_610_L2,n_set2_gray_611_L5,n_set2_gray_621_R1,n_set2_gray_621_R2,n_set2_gray_796_L2,n_set2_gray_796_R1,n_set2_gray_796_R4,n_set2_green_593_R3,n_set2_green_643_L1,n_set2_green_661_R2,n_set2_green_675_L1,n_set2_green_675_L3,n_set2_green_675_L7,n_set2_green_772_L2,n_set2_green_773_R7,n_set2_pink_670_L2,n_set2_pink_670_L5,n_set2_pink_670_L6,n_set2_pink_730_L3,n_set2_pink_730_R1,n_set2_pink_754_L3,n_set2_pink_847_L1,n_set2_purple_552_L1,n_set2_purple_552_R2,n_set2_purple_552_R4,n_set2_purple_573_R4,n_set2_purple_608_L4,n_set2_purple_610_R2,n_set2_purple_632_R1,n_set2_purple_843_L2,n_set2_yellow_599_R2,n_set2_yellow_670_R4,n_set2_yellow_672_R1,n_set2_yellow_672_R6,n_set2_yellow_686_R2,n_set2_yellow_752_L1,n_set2_yellow_753_R3,n_set2_yellow_847_L4,n_solv2,n_solv3,n_solv4
Benzoic Acid,C7 H6 O2,122.0368,0.93,65-85-0,26775.3081125186,24154.0844834433,23879.4956544233,26963.6932141487,26863.0199952371,22137.592336238,22009.7201399329,5297.33856650543,61599.5056467086,79701.0401507343,9112.63447153014,5735.26401594543,4446.76901179504,8712.74302301025,119426.589634827,75010.5109023729,3988.17736314392,6298.83013746643,4406.69176363039,6378.27138297182,8527.14402819062,142095.878374574,7838.26552335358,111223.400990481,8038.0229979893,5526.64173613715,8675.6178452208,10260.3629095612,6523.14096123505,5657.4690281204,8617.20152032369,5141.96881822282,5512.69384819031,5568.73365701365,7274.01131647295,54630.9176754142,74315.4506152686,97809.2268537229,3271.92565407562,6252.79346231842,5250.69418586731,4716.67041065809,6616.5454077172,13235.1124475276,9904.53700665284,5058.15600666046,4984.94294084254,6249.5569644584,5589.64271612811,125842.284659622,8063.81318955231,43726.5050465623,38365.8111210289,8412.11917104199,12175.4129835739,5795.90993249345,16072.6663376753,66713.4597384304,6428.55955525816,5048.16282115173,5784.82451079428,6525.60056350252,7523.94861829912,10027.0392342603,8240.39117254936,74939.0771739727,5928.30227269939,4613.60189964294,8469.70298999023,11489.4825800369,9767.92775937807,19645.7638043587,5939.10420696258,9222.62727474886,6619.89561848978,6317.94358153284,7282.98114154053,8240.80153323483,10406.0824953156,16240.9529804614,88494.2488920594,82075.1709779852,83252.1952141189,89596.7399566563,7705.83873695243,5398.86478312791,8745.9072334404,6983.25887686842,9007.32598225808,9900.42712354136,12043.5901370724,6513.98979196835,8757.19716852168,5228.84103221893,8649.08770246124,8573.60426980928,6978.43986048842,2192.90380992889,247.848068695069
Taurine,C2 H7 N O3 S,125.0148,4.34,107-35-7,1251296.677006,1222380.44851286,1212419.68501793,1363977.09508134,1233969.92309202,1137358.38705636,1117157.31399126,1280779.24622983,1202180.69211217,1313869.20335823,1012441.62253111,604287.204308242,1012183.70797736,872534.202036155,952647.557307358,1300881.86782703,1074783.14106448,906623.987608636,998730.078624549,1401036.38405759,1521729.20203497,995461.610615814,1209726.53760931,922721.056155739,992787.169932892,795563.63313935,1014984.56663641,1020572.78677393,1346994.84600978,1246330.4609893,1311694.11652077,1065711.75999334,1137386.02401581,1005328.81837075,1235793.34606917,1175270.96689726,1774573.56121076,987286.309027068,1028194.44971336,1180088.8569035,1192447.07739944,1171439.39195923,1171034.18317046,1359062.05463393,1128060.31977126,899920.267609955,1112047.96835607,1198920.62220496,901684.024987091,1256335.85216596,1170200.64043806,1351060.07275058,1132203.99568913,498056.874540043,1019981.23970635,979597.936533195,828096.696041657,956203.57978975,1292269.52909896,926841.048767807,961570.86662629,1086531.99400909,1450613.88423038,1291900.26581059,1383726.47431023,904191.668537964,1127176.82716473,1013736.91926268,960743.901554565,1343989.27027606,1449326.94254274,653262.86207029,1053903.8502177,1105093.61915889,1381108.00516151,1054064.82652315,1235565.73942831,1098291.25007054,1360337.55206708,1149667.21526668,1346311.2768719,1284609.73542531,1084053.36547764,1333619.24552956,1079708.49644997,997811.587663826,207460.82660778,1316505.95714652,1259514.47469598,1271436.26877997,1162671.00683034,1077801.33079704,959723.577957497,1109601.01071864,1063538.78993118,1278536.36686926,,,565.620789360763
Thymine,C5 H6 N2 O2,126.0429,1.08,65-71-4,1527.68198925191,929.55119160965,1404.94703458166,2522.91028647757,2941.20459054601,798.328725415705,927.369954490008,3679.9202319926,2514.16690517426,443.11482978821,943.763240347297,6380.76071251976,1651.26673636222,260.327366104127,1041.96514615631,2005.21973559403,116.329736327291,,748.126101701526,882.120168075561,1224.59388912201,2619.49518006051,2053.37841343227,1978.85672351638,455.353803482055,388.997530021668,686.391670475035,2574.99979567718,3677.59471429175,1133.70868661708,1663.90377036285,1357.38667326134,1258.86780605316,357.669725609065,738.312297612013,123.732735061528,3030.61318750083,673.547901158332,312.826170358481,2219.36993953598,226.882801565617,523.208930962802,993.065663270059,2109.26411235246,1720.68892379761,312.873404769897,1414.41017815676,871.189287655772,118.370687561036,5625.15664948273,1802.09454479981,3686.41160058075,2611.75101957107,16560.5401142502,24984.3417030334,628.830844955447,2557.02222879201,456.598197363734,,1302.52732311824,,343.835444551201,2235.48370149577,3047.77724640131,2765.4606206992,1811.16371757919,391.224705276489,1680.08810701752,154.783427352906,2582.27537342834,4058.18451161313,114.70386690724,1296.17941968536,720.808024902346,4693.98334155511,,2187.98508815765,644.282886836229,3395.32917289734,,2036.76993450165,1133.19097947902,679.815842247008,2945.76356287956,1406.05567100724,116.655171890259,365.097134246826,1667.22260360074,1324.99399671936,861.312862099649,940.182491469385,140.346588738264,2195.53884458923,323.673902330458,328.065547737124,1169.81745687437,,,
Itaconic Acid,C5 H6 O4,130.0267,1.12,97-65-4,34857.8299861941,33607.5093139775,35281.3547760491,71970.1156668458,106601.750187592,103798.534165515,122066.485752333,14480.9247516519,30410.6295618229,57176.6525837479,37568.075185545,29630.9884626582,42812.2981329277,36336.1437098694,37151.6896912537,111104.16956524,68028.1667061799,102585.566626205,51888.021554605,37362.301314198,43475.8308944092,38203.5868635783,93818.0672753849,58888.0376505477,20594.3642981123,19687.1368297098,104619.36682382,15831.5952524338,40467.665908175,65627.8725530586,23520.0881703568,70462.2674806103,37020.1963152008,23226.1831242507,27775.5951105537,40120.3946221876,78317.2120757499,70620.844264554,45020.5798711929,85208.4919452352,81150.294309701,65753.374672246,13896.0765209367,19453.0609717546,31153.5640276337,40054.3731142056,58760.4872654681,75433.506730505,51444.6864442172,24435.0189134979,66252.1358332672,93637.1572598381,96474.7651589298,10143.7389731697,5017.80044845581,40848.9446250866,19144.895331055,64014.1205816269,115913.335792771,62181.8483771119,18122.9714069452,66324.2522494288,71845.1858883247,68890.5029697293,39970.8836140094,117107.398556861,83725.1589125925,48482.209256424,44143.2332376237,47624.9825037005,49921.4448094778,11754.3520377582,60815.9703789826,69563.5503366356,109916.045649644,30700.6837016037,29347.7082421951,18429.773657129,48122.947121048,34799.2281400418,94603.587364212,107978.87626096,106377.53055661,121198.207651751,75540.8353218879,15127.0079190165,1735.82148082894,96395.4512705479,57207.1921817183,46037.796796524,49524.3147580247,87230.2816393962,7679.12007866132,96289.8596780882,55197.5255880842,55571.9226222358,,,
Ketoleucine,C6 H10 O3,130.0627,0.79,816-66-0,75692.4805767016,75507.483916534,72981.6940510055,78583.0629964389,83984.400150365,70067.18724891,62715.8885009816,105739.857719691,120871.600227981,93454.3436634533,57965.8643756274,14089.9436334763,97328.118318466,25887.4514387207,23690.7641928177,72158.2124436236,33533.2907030704,37274.6608128433,73661.5862857424,51037.3938584114,64566.4030874176,64872.5598801851,75665.6955816613,62456.0291396757,33507.4857717209,41791.159343387,40504.4128858695,37578.277117981,49929.8829680988,50537.3992485772,41524.2561006836,60458.0829827674,59407.3355267181,62243.7544965363,61288.092552515,31484.1257124486,44151.3658571775,33284.4739793939,43129.6563814442,41308.6209817044,34477.5005421346,63088.1499028475,54139.1667667554,98259.0078391087,56035.8511080933,24877.451412018,67671.7510266702,69214.7151941062,49026.9105261214,53676.8974868927,70616.1380991059,133919.972919811,137025.126467339,19675.4935358048,41720.2834375381,18610.9852323246,12383.4879734473,17598.1334038983,65917.945935463,32238.4397767866,31242.7302204871,29188.5417505964,84966.7191995197,89354.5147287281,92080.2571474284,38723.2671866469,27702.9792129151,64115.3152302475,14502.9169359436,82728.1929849548,73121.9334909066,7733.82552179036,35125.6265385132,37879.7330339203,123927.178053726,47031.1975397355,68445.3036702804,52924.1179532061,100351.669262558,50124.3614883203,51118.7629012604,32084.8781247792,35593.9458049393,86908.8260492876,39390.4529868296,54805.9402630837,16529.539044654,71320.8561973946,47487.5159733934,62711.8156069293,31793.1815699989,36997.6436916528,42481.3707541317,42410.7716845811,24259.1362540637,44978.0379244746,718.621247781098,443.986423591614,1591.65521646881
5-Aminolevulinic Acid,C5 H9 N O3,131.0590,6.15,106-60-5,41922.6614804917,40620.9936824036,39796.447254776,36390.8663002625,35657.5106102753,30201.4761965485,29632.4427464752,36307.7236678925,35157.9646912994,37558.5191936493,27355.233716896,21429.1851676026,29609.8344689713,26682.0161389313,33387.3797844239,39425.8924437866,32673.2117546845,26264.1874761963,28912.1331510086,38445.8433729476,44165.9470033264,28694.4793087921,35710.4772058411,28453.0635184097,32368.0117759247,24500.0101961518,25877.1451318664,30502.3789814148,34317.969826004,30229.4854770966,35258.7866935424,29594.9603042144,37786.4524963379,31876.1346609574,33960.3320043411,31026.3530319291,45073.7483140946,29573.7952397994,30313.4702990875,32856.3123001403,33969.8503236237,37848.8268585357,26104.291319992,33434.3907781524,33114.0924197387,25314.5100325164,29949.3668821717,32186.4182679443,28502.9724938126,37988.4777951965,31450.1811384736,40174.2076519928,32227.8349287873,14727.1127436371,42439.5546991807,26563.8301966248,31323.8190042419,28167.4588012848,38791.0303084869,27413.6165586319,26536.3087339782,27225.6356382065,37519.8428100891,41980.9866553497,37673.4336687164,29035.5214497299,30204.8246419296,28124.6781163788,22769.9935344849,35986.7845518493,35991.4044751435,25679.2650949478,28616.6039631196,29458.6077889557,37927.8570449524,32122.6042915649,34481.5269831543,28155.4871541214,36454.9318500977,28644.8527102051,33222.1212869262,34336.0832978517,29673.6612945252,31516.0007077789,32574.8594229736,32522.0060599899,1425.09208718109,36788.7911589739,31861.3103286285,37380.1434447557,27921.1682570877,26867.2787787018,34511.6853102874,25463.6846793137,29187.0344476471,35337.0700480271,105.059564018248,,
Leucine,C6 H13 N O2,131.0949,3.24,61-90-5,390877.713834213,388649.89219619,371130.81011554,380410.296788704,396125.109974548,322256.407359054,300033.81429023,550198.642924042,410470.944176376,492213.280188583,308317.110185028,189747.076275528,299064.162262024,214507.785784317,192967.308184753,416297.470718948,156954.710417526,200835.467941315,269529.491631592,273434.138227402,341589.45125235,306832.973781433,418546.390376656,320748.178692398,191204.006027725,213400.803279656,245286.480671768,239897.285538849,325933.886017822,309644.336218529,294484.506125786,295872.05358931,279037.528534409,271025.625100533,301773.110817459,256771.528819061,530404.276750717,160155.908938461,223109.217032417,258635.542031631,172159.995033836,287624.997395164,300289.735671341,305482.830049065,260662.357629761,179919.525252785,321957.6319841,329477.122643829,195190.104187454,327320.422985382,394646.501774475,510368.107913048,478169.814750977,369608.452062279,864404.262085388,184791.588196236,98909.9287014313,194877.487191315,431556.740832901,184265.138662483,179050.258139542,178797.531813026,381641.836058289,471814.606447815,420599.478696426,232865.50627742,236317.979232674,302899.819588913,150237.434359642,359729.521610291,452950.825368637,59248.9331306991,255952.503067795,235903.772407547,423082.116565987,214691.723992416,326140.575144424,282298.507735886,356064.508219452,260927.845778648,379977.66865477,291601.61929689,314682.224688194,481483.846743515,202510.224938644,260673.932999275,49524.7160550079,372842.37823819,257053.817717377,355103.505848633,271186.177868416,262571.671299148,313412.481769928,264341.620276565,202608.327131905,301783.420369934,9543.61005677033,9294.67693437194,2592.99331417083
Isoleucine,C6 H13 N O2,131.0949,3.66,73-32-5,229644.345323395,218788.202547012,208363.02477951,231753.070861878,210845.837700714,184339.953372932,179179.147368958,303690.774435242,230606.172477829,275260.820552017,188333.535542633,104767.162924568,202702.122400001,146676.454385246,121915.302513901,222069.873192871,101109.192328926,135936.998179321,185085.221388985,159628.229986771,195472.030687439,171184.153190475,233522.320878265,189053.996456276,127803.665561493,134435.38240361,157864.45248851,145865.762605225,178365.510929688,181621.292074768,184963.422589943,177343.723722694,173039.112982086,174887.578830162,192764.119177856,146404.030266251,286718.285503326,108005.823840195,138671.412746422,150189.848674149,107144.554758118,165644.538580467,164681.196416992,172841.74332811,141724.304430786,123085.832142212,195034.049756104,184902.898486664,129731.75500853,177884.751109528,220144.694390762,254113.593481308,253868.436264954,189964.119145233,458128.300332214,137095.124883896,55920.395369873,134775.615165215,263592.426543106,123050.188119591,117800.403936264,110587.702823242,212187.873985703,290094.682429214,226527.929110931,141410.298868782,144558.721535828,198980.227588364,107789.178953255,227560.634853424,257590.768122009,42268.8729678879,166402.997875198,135319.327431488,231621.414707931,133356.189808029,204675.817858528,183518.334661575,208286.042316727,170806.532834427,220960.388863495,171825.173228485,179230.637517471,254092.42958194,112326.056967545,157649.728413673,37774.3494297104,206722.316848404,136897.062977203,186243.493120941,165836.586314133,159422.524640434,195428.172111221,155203.495678177,141404.364238388,179673.596737076,13112.7007606277,12274.4115871277,3211.8458317337
Asparagine,C4 H8 N2 O3,132.0536,6.70,70-47-3,52616.0780171738,49738.9622441712,48188.8863083877,59544.6109326553,56627.608405922,44548.5285707474,43947.6983135604,67915.4443802185,61600.49218367,78197.1374536895,42345.0708326493,2995.06673376464,33804.8569400558,28657.1332035065,37061.1880011444,70733.2173049164,35121.7198958129,43442.4971141663,45207.4616163025,57193.1950695038,66186.4359681854,29318.7449338379,63980.4036250076,31557.4050531158,37222.6121306991,33609.4958936768,47043.206750412,38572.2499445953,49535.2783163681,50558.2898548813,49588.7932983017,36167.0288950119,30870.7466910553,38410.2151144409,50879.6660122452,49817.6869243546,85531.7511036149,31558.6747869644,40090.3989968796,51249.8865643463,40615.4552084504,46934.7061991272,38587.7844127197,35311.658170105,39956.0115655365,28700.6761605148,39270.3399250717,45245.3333220901,32381.2748364715,60662.1625188217,61239.3076280975,70285.0905143814,57795.8406302109,5358.11274892424,14069.6691226044,36708.6417591629,9909.56064056396,39108.5270292816,60085.6329980621,31027.2241491012,30093.1054227753,29391.1928151627,63155.8090848007,77030.4725764008,74673.7464422836,36154.4254029084,44217.5056868362,50203.974765419,28922.2008794175,62905.3636692964,82095.7451841356,4815.2344961319,34212.075636818,38233.0002740936,44107.0141330566,24334.4051427841,44280.9771217727,30669.6861754914,44775.5631339111,39292.5058334884,59557.9160829086,54996.7655046235,39458.1241944275,57648.7851626663,43970.7554256439,46588.8226148835,5484.41976259615,62831.7187314911,46267.2989091034,39156.4416326447,40353.6130335922,39260.9391145172,37511.7357452698,31743.8652656631,34304.0972782058,53196.0551081696,,,
Ornithine,C5 H12 N2 O2,132.0900,11.34,70-26-8,25310.7674592438,24037.0918553238,23506.4083392258,28507.7838853683,29431.9418281021,21906.0133407441,19892.1480167313,54398.8946961975,27020.9009442443,37253.3192963257,19024.9418741531,14636.8607144928,25168.3922430649,17401.1398227463,18183.6277728653,39206.8802032471,16677.6093482513,13947.0570677186,22877.2197936783,19260.1869952087,24836.4725892487,15540.0661832962,26115.4492967758,16840.5452074585,16237.050014534,14760.5322747422,18201.2668625793,23467.380172287,28037.3883393631,18329.2169656296,22320.529274231,22457.5727680893,27623.2025545349,24034.7607922592,22566.9035975952,13802.8289557953,44987.2379718933,9787.32761894228,14786.4006270294,23378.2714743194,11141.3065546951,21008.7122368241,14475.2381094818,21475.1100923233,28215.699036026,12206.1845427017,22842.1931741333,24899.6527390366,14375.4301921463,29946.970425148,21588.5749126587,36479.8099980926,31325.1658940124,35382.610324791,117157.545352585,14421.0933285065,10511.5889997559,10755.2844474564,26514.994289856,13990.0427444306,11103.5117483063,11501.8199161835,25542.0653465271,35061.2460386047,36151.5492856292,13421.9755891953,13683.6614233093,24696.1312292557,11905.5108216324,29299.5156742553,34899.3217618561,7190.22300388333,17294.3455936508,18075.0022204132,35322.6212365417,20984.4577640534,21783.8260533371,20309.9302501144,36958.785463974,14691.2429701919,24391.636790123,20215.0736402282,15659.9282295609,31466.128001419,15891.9913408051,23828.5754541093,,24714.8348986969,21556.6057822952,27581.3663830566,18244.3970749512,15295.3223351135,26247.9490409775,19565.2299014663,11609.0310352325,20207.8472945938,,,
